,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
3236,Wagon Road,Eastern Washington,NR,NR,4.20 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wagon-road
3237,Upper Mad River,Central Cascades,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,47.8362,-120.5722,15,http://www.wta.org/go-hiking/hikes/upper-mad-river
3238,Wagon Road,Snoqualmie Region,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.4255,-121.4299,14,http://www.wta.org/go-hiking/hikes/wagon-road-1
3239,Way Creek,Snoqualmie Region,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.3414,-120.9032,17,http://www.wta.org/go-hiking/hikes/way-creek
3240,Valley Ski,South Cascades,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/valley-ski
3241,War Creek,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,48.3648,-120.4181,9,http://www.wta.org/go-hiking/hikes/war-creek
3242,Welcome Pass and the High Divide,North Cascades,NR,NR,3.11 out of 5,(9 votes) Log in to rate,[],NR,48.9136,-121.7006,85,http://www.wta.org/go-hiking/hikes/welcome-pass
3243,Wagonwheel Lake,Olympic Peninsula,NR,NR,2.92 out of 5,(13 votes) Log in to rate,[],NR,47.5161,-123.3276,76,http://www.wta.org/go-hiking/hikes/wagonwheel-lake
3244,Washtucna Coulee - Kahlotus Railroad Grade,Central Washington,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/washtucna-coulee
3245,Waptus Burn,Snoqualmie Region,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/waptus-burn
3246,Valley Trail,South Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/valley-trail
3247,Virginia,North Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/virginia
3248,Wahpenayo Peak,Mount Rainier Area,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,46.7465,-121.7940,3,http://www.wta.org/go-hiking/hikes/wahpenayo-peak
3249,Two Lakes,South Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/two-lakes
3250,Waptus Pass,Snoqualmie Region,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.4842,-121.2029,37,http://www.wta.org/go-hiking/hikes/waptus-pass
3251,Waptus Horse Ford,Snoqualmie Region,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/waptus-horse-ford
3252,Vic Meadows,North Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/vic-meadows
3253,Vanson Ridge,South Cascades,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,46.4176,-122.1724,7,http://www.wta.org/go-hiking/hikes/vanson-ridge
3254,Wallula Habitat Management Unit,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,46.0678,-118.9027,1,http://www.wta.org/go-hiking/hikes/wallula-habitat-management-unit
3255,Wenatchee,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wenatchee
3256,Upper Maynard Burn,Olympic Peninsula,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,17,http://www.wta.org/go-hiking/hikes/upper-maynard-burn
3257,Weeks Falls,Snoqualmie Region,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/weeks-falls
3258,Wanlick Creek,North Cascades,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wanlick-creek
3259,Twisp River,North Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/twisp-river
3260,Twin Peaks (Horse Lake Mountain),Central Washington,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,47.3900,-120.4247,8,http://www.wta.org/go-hiking/hikes/twin-peaks-horse-lake-mountain
3261,Turkey Creek,Eastern Washington,NR,NR,4.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/turkey-creek
3262,Tumac Mountain,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,12,http://www.wta.org/go-hiking/hikes/tumac-mountain
3263,Twin Peaks,South Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,47.3821,-120.4433,2,http://www.wta.org/go-hiking/hikes/twin-peaks
3264,Twin Firs Loop,Mount Rainier Area,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,46.7344,-121.8388,5,http://www.wta.org/go-hiking/hikes/twin-firs-loop
3265,Twin Lakes,Eastern Washington,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/twin-lakes-3
3266,Tungsten,North Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,14,http://www.wta.org/go-hiking/hikes/tungsten
3267,Troublesome Creek Nature,Central Cascades,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.8983,-121.4014,6,http://www.wta.org/go-hiking/hikes/troublesome-creek-nature
3268,Tucker Creek,South Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/tucker-creek
3269,Twenty Mile Creek,North Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/twenty-mile-creek
3270,Tshletshy Creek,Olympic Peninsula,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/tshletshy-creek
3271,Turquoise Lake,Central Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/turquoise-lake
3272,Tunnel,Eastern Washington,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/tunnel
3273,Trout Creek,North Cascades,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,48.6983,-120.6368,0,http://www.wta.org/go-hiking/hikes/trout-creek-1
3274,Twin Lakes (North Cascades),North Cascades,NR,NR,2.43 out of 5,(7 votes) Log in to rate,[],NR,48.9435,-121.6625,26,http://www.wta.org/go-hiking/hikes/twin-lakes-2
3275,Truman Trail-Pumice Plains,South Cascades,NR,NR,3.83 out of 5,(6 votes) Log in to rate,[],NR,46.2499,-122.1362,33,http://www.wta.org/go-hiking/hikes/truman
3276,Triad Creek,North Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/triad-creek
3277,Trail Lake Coulee,Central Washington,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,47.5344,-119.2865,3,http://www.wta.org/go-hiking/hikes/trail-lake-coulee
3278,Trees of Stone,Central Washington,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/trees-of-stone
3279,Ten Mile,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,48.1992,-120.7514,5,http://www.wta.org/go-hiking/hikes/ten-mile
3280,Teeley Creek,South Cascades,NR,NR,2.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/teeley-creek
3281,Ten Mile,Eastern Washington,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,48.5185,-118.7380,2,http://www.wta.org/go-hiking/hikes/ten-mile-1
3282,Tiger Mountain Road,Issaquah Alps,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.4659,-121.9289,13,http://www.wta.org/go-hiking/hikes/tiger-mountain-road
3283,Thorp Creek,Snoqualmie Region,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,47.3570,-121.1861,34,http://www.wta.org/go-hiking/hikes/thorp-creek
3284,Tinkham Discovery,Snoqualmie Region,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/tinkham-discovery
3285,Tibbett's Marsh,Issaquah Alps,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,39,http://www.wta.org/go-hiking/hikes/tibbetts-marsh
3286,Third Beach,Olympic Peninsula,NR,NR,3.92 out of 5,(13 votes) Log in to rate,[],NR,47.8906,-124.5990,66,http://www.wta.org/go-hiking/hikes/third-beach
3287,Thorp Mountain Snowshoe,Snoqualmie Region,NR,NR,2.00 out of 5,(2 votes) Log in to rate,[],NR,47.3726,-121.1597,0,http://www.wta.org/go-hiking/hikes/thorp-mountain-snowshoe
3288,The Parks,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/the-parks
3289,Three Brothers Mountain,Central Cascades,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.3614,-120.8198,8,http://www.wta.org/go-hiking/hikes/three-brothers-mountain
3290,Mount Lillian,Snoqualmie Region,NR,NR,1.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/tip-top-mt.-lillian
3291,Tonga Ridge Snowshoe,Central Cascades,NR,NR,5.00 out of 5,(2 votes) Log in to rate,[],NR,47.6551,-121.1880,38,http://www.wta.org/go-hiking/hikes/tonga-ridge-snowshoe
3292,Thompson Creek,North Cascades,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/thompson-creek
3293,Top Lake,Central Cascades,NR,NR,2.20 out of 5,(5 votes) Log in to rate,[],NR,47.8548,-120.8447,19,http://www.wta.org/go-hiking/hikes/top-lake
3294,Tomyhoi Peak,North Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,17,http://www.wta.org/go-hiking/hikes/tomyhoi-peak
3295,Three Forks,Olympic Peninsula,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,47.9485,-123.4766,14,http://www.wta.org/go-hiking/hikes/three-forks-1
3296,Tieton Meadows,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.5768,-121.3584,5,http://www.wta.org/go-hiking/hikes/tieton-meadows
3297,Thunder Creek,South Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/thunder-creek-2
3298,Thirty Mile,Eastern Washington,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/thirty-mile
3299,Three O'Clock Ridge,Olympic Peninsula,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/three-oclock-ridge
3300,Thunder Creek,Eastern Washington,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/thunder-creek
3301,Three Mile Creek,North Cascades,NR,NR,1.60 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/three-mile-creek
3302,Three Prong Creek,North Cascades,NR,NR,4.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/three-prong-creek
3303,Three Fools Creek,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/three-fools-creek
3304,Tired Creek,Snoqualmie Region,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,47.4575,-121.0705,40,http://www.wta.org/go-hiking/hikes/tired-creek
3305,Sunrise Nature,Mount Rainier Area,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/sunrise-nature
3306,Talapus Lake Snowshoe,Snoqualmie Region,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,47.4027,-121.5227,82,http://www.wta.org/go-hiking/hikes/talapus-lake-snowshoe
3307,Tahoma Creek,Mount Rainier Area,NR,NR,4.00 out of 5,(6 votes) Log in to rate,[],NR,46.7838,-121.8871,19,http://www.wta.org/go-hiking/hikes/tahoma-creek
3308,Table Mountain,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,45.6507,-121.9349,5,http://www.wta.org/go-hiking/hikes/table-mountain-2
3309,Taneum Spur,Snoqualmie Region,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/taneum-spur
3310,Tamarack Peak,North Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/tamarack-peak
3311,Tatoosh Buttes,North Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,11,http://www.wta.org/go-hiking/hikes/tatoosh-buttes
3312,Stub Creek,North Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/stub-creek
3313,Sun Top Snowshoe,Mount Rainier Area,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,47.0371,-121.5956,18,http://www.wta.org/go-hiking/hikes/sun-top-snowshoe
3314,Summit Springs,South Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/summit-springs
3315,Sundown Pass,Olympic Peninsula,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,47.4839,-123.4554,3,http://www.wta.org/go-hiking/hikes/sundown-pass
3316,Suiattle Pass,Central Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,33,http://www.wta.org/go-hiking/hikes/suiattle-pass
3317,Sulphur Moraine,North Cascades,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/sulphur-moraine
3318,Sugarloaf,Central Cascades,NR,NR,2.20 out of 5,(5 votes) Log in to rate,[],NR,47.7574,-120.5281,4,http://www.wta.org/go-hiking/hikes/sugarloaf
3319,Swamp Lake,South Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,46.8569,-121.3203,18,http://www.wta.org/go-hiking/hikes/swamp-lake
3320,Swakane Canyon,Central Washington,NR,NR,3.22 out of 5,(9 votes) Log in to rate,[],NR,47.5650,-120.3206,48,http://www.wta.org/go-hiking/hikes/swakane-canyon
3321,Swallow Caves,Central Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/swallow-caves
3322,Swamp Creek,Central Cascades,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/swamp-creek
3323,Sunset Park and Golden Lakes,Mount Rainier Area,NR,NR,3.67 out of 5,(6 votes) Log in to rate,[],NR,46.9306,-121.8672,12,http://www.wta.org/go-hiking/hikes/sunset-park-and-golden-lakes
3324,Tahnemus,South Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/tahnemus
3325,Switchback,Olympic Peninsula,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,16,http://www.wta.org/go-hiking/hikes/switchback
3326,Swauk Forest Discovery Trail  Snowshoe,Central Cascades,NR,NR,1.50 out of 5,(2 votes) Log in to rate,[],NR,47.3322,-120.5786,4,http://www.wta.org/go-hiking/hikes/swauk-forest-discovery-trail-snowshoe
3327,Table Rock - Squaw Peak,Eastern Washington,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],NR,46.0916,-117.8454,0,http://www.wta.org/go-hiking/hikes/table-rock-squaw-peak
3328,Summer Blossom,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/summer-blossom
3329,Summit,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,24,http://www.wta.org/go-hiking/hikes/summit
3330,Quartz Ridge-Summit Prairie,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.1978,-121.7813,3,http://www.wta.org/go-hiking/hikes/summit-prairie
3331,Sunnybrook Meadows,Olympic Peninsula,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.7365,-123.1688,3,http://www.wta.org/go-hiking/hikes/sunnybrook-meadows
3332,South Twentymile,North Cascades,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/south-twentymile
3333,Spinola Meadow,Snoqualmie Region,NR,NR,1.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/spinola-meadow
3334,Spanish Creek,North Cascades,NR,NR,2.33 out of 5,(3 votes) Log in to rate,[],NR,48.8848,-119.8667,1,http://www.wta.org/go-hiking/hikes/spanish-creek
3335,Spratt Mountain,North Cascades,NR,NR,2.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/spratt-mountain
3336,Steamboat Lake,South Cascades,NR,NR,1.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/steamboat-lake
3337,South Shore Lake Wenatchee,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/south-shore-lake-wenatchee
3338,Spinola Creek,Snoqualmie Region,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/spinola-creek
3339,Spotted Creek,North Cascades,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/spotted-creek
3340,Square Lakes,Central Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/square-lakes
3341,Squaw Lake,Snoqualmie Region,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,47.5432,-121.0975,23,http://www.wta.org/go-hiking/hikes/squaw-lake
3342,Spiral Butte,Snoqualmie Region,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/spiral-butte
3343,Stool Camp,South Cascades,NR,NR,2.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/stool-camp
3344,Stiletto Vista,North Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/stiletto-vista
3345,South Puyallup To Klapatche,Mount Rainier Area,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/south-puyallup-to-klapatche
3346,Spoon Creek Falls,Olympic Peninsula,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.3538,-123.5652,9,http://www.wta.org/go-hiking/hikes/spoon-creek-falls
3347,Steliko Ridge,Central Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/steliko-ridge
3348,Staircase Rapids,Olympic Peninsula,NR,NR,3.94 out of 5,(18 votes) Log in to rate,[],NR,47.5158,-123.3300,170,http://www.wta.org/go-hiking/hikes/staircase
3349,Stilleto Peak,North Cascades,NR,NR,4.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/stilleto-peak
3350,State Creek,North Cascades,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/state-creek
3351,Stave Creek,Snoqualmie Region,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/stave-creek
3352,Steam Hoist,Issaquah Alps,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/steam-hoist
3353,South Whidbey State Park,Puget Sound and Islands,NR,NR,3.83 out of 5,(6 votes) Log in to rate,[],NR,48.0562,-122.5907,15,http://www.wta.org/go-hiking/hikes/south-whidbey-state-park
3354,South Puyallup To Wonderland,Mount Rainier Area,NR,NR,4.00 out of 5,(6 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/south-puyallup-to-wonderland
3355,Stabler Camp,South Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/stabler-camp
3356,Strawberry Mountain,South Cascades,NR,NR,2.40 out of 5,(5 votes) Log in to rate,[],NR,46.3468,-122.0348,11,http://www.wta.org/go-hiking/hikes/strawberry-mountain
3357,South Tommy,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/south-tommy
3358,Smith Creek,South Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,46.1826,-122.0546,5,http://www.wta.org/go-hiking/hikes/smith-creek
3359,Skookum Basin,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/skookum-basin
3360,Slate Creek,Eastern Washington,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/slate-creek
3361,South Fork Little Naches River,Snoqualmie Region,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/south-fork-little-naches-river
3362,South Fork Agnes Creek,Central Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,48.3796,-120.8320,3,http://www.wta.org/go-hiking/hikes/south-fork-agnes-creek-1
3363,Snow Lake Snowshoe,Snoqualmie Region,NR,NR,4.25 out of 5,(4 votes) Log in to rate,[],NR,47.4454,-121.4235,73,http://www.wta.org/go-hiking/hikes/snow-lake-snowshoe
3364,Snowall Cradle Lake,Central Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,12,http://www.wta.org/go-hiking/hikes/snowall-cradle-lake
3365,Smooth Ridge,Eastern Washington,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/smooth-ridge
3366,Source Lake Snowshoe,Snoqualmie Region,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,47.4454,-121.4235,43,http://www.wta.org/go-hiking/hikes/source-lake-snowshoe
3367,Sol Duc Falls,Olympic Peninsula,NR,NR,3.83 out of 5,(12 votes) Log in to rate,[],NR,47.9700,-123.8627,52,http://www.wta.org/go-hiking/hikes/sol-duc-falls-loop
3368,Silver Star View Snowshoe,North Cascades,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/silver-star-view-snowshoe
3369,South Fork Taneum River,Snoqualmie Region,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/south-fork-taneum-river
3370,Skagit Peak,North Cascades,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/skagit-peak
3371,Sol Duc River,Olympic Peninsula,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,47.9551,-123.8353,30,http://www.wta.org/go-hiking/hikes/sol-duc-river
3372,Smokey Mountain,North Cascades,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/smokey-mountain
3373,South Creek,North Cascades,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,14,http://www.wta.org/go-hiking/hikes/south-creek
3374,Smith Lake Primitive,Olympic Peninsula,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/smith-lake-primitive
3375,Slick Ear,Eastern Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/slick-ear
